,id,instruments,genres,place,coordinates,is-danced,youtube-id,start-ts,end-ts,region,sub-region,main_genre,secondary_genre,sub-genre,Lyra,Cimbalom,Whistling,Floghera,Trumpet,Klarino,Flute,Laouto,Guitar,Trombone,Bass,Piano,Cello,Tambouras,Baglamas,Zournas,Kanonaki,Santouri,Violin,Voice,Accordion,Oud,Mandolin,Ney,Tsampouna,Tuba,Bassoon,Percussion,Bouzouki,Tsumbus
803,sta-ritsa,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino', 'Guitar']","['Traditional', 'Central-Greek', 'Arvanitic']",['Central-Greece'],38.87601135662379|22.319114372276747,yes,GIOAt5GHt3I,5556,5647,Central-Greece,Central-Greece,Traditional,Central-Greek,Arvanitic,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
804,sta-trikorfa-mes-tin-korfi,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Peloponnesian']","['Peloponnese', 'Arcadia']",37.521613336357674|22.372682419794433,yes,o4XzhbCL0QM,4145,4410,Peloponnese,Arcadia,Traditional,Peloponnesian,Peloponnesian,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
805,sta-vervaina-ta-doliana,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Peloponnesian']",['Peloponnese'],37.200485993306756|22.362045452582027,yes,o4XzhbCL0QM,3549,3670,Peloponnese,Peloponnese,Traditional,Peloponnesian,Peloponnesian,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
806,stafidianos-skopos,"['Voice', 'Tambouras', 'Oud']","['Traditional', 'Nisiotiko', 'Cretan']",['Crete'],35.19124573828352|25.024171535651924,no,6ZDyC-wpRXM,2103,2330,Crete,Crete,Traditional,Nisiotiko,Cretan,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no
807,stavroula,"['Voice', 'Percussion']","['Traditional', 'Nisiotiko', 'Euboean']",['Euboea'],38.50843106661583|24.003613925733106,yes,ozHAP8gMIY8,5008,5110,Euboea,Euboea,Traditional,Nisiotiko,Euboean,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no
808,stazoun-ta-keramidia-sou,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Central-Greek']",['Central-Greece'],38.87601135662379|22.319114372276747,no,8gH9iexkXME,1465,1681,Central-Greece,Central-Greece,Traditional,Central-Greek,Central-Greek,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
809,steile-me-mana,"['Voice', 'Violin', 'Laouto']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Kos']",36.85248114414557|27.228892044478616,yes,CJ7m2WduEh8,6319,6517,Aegean-sea,Kos,Traditional,Nisiotiko,Aegean,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
810,steile-me-mana-sto-pigadi,['Voice'],"['Traditional', 'Sarakatsani']",['N/A'],N/A,no,ozHAP8gMIY8,937,1054,N/A,N/A,Traditional,Sarakatsani,Sarakatsani,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
811,step,['Accordion'],"['Traditional', 'Pontian']",['Pontus'],40.98830222241354|39.727075504282254,yes,i6kJdvFwCoA,6205,6278,Pontus,Pontus,Traditional,Pontian,Pontian,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
812,sti-drapetsona,"['Voice', 'Guitar', 'Bouzouki', 'Baglamas']",['Rebetiko'],['N/A'],N/A,no,IzjFkYASGbY,1283,1474,N/A,N/A,Rebetiko,Rebetiko,Rebetiko,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no
813,sti-mesi-sta-kalavryta,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Peloponnesian']","['Peloponnese', 'Kalavryta']",38.02253753321499|22.117596423290088,no,o4XzhbCL0QM,2323,2552,Peloponnese,Kalavryta,Traditional,Peloponnesian,Peloponnesian,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
814,sti-saloniki-sto-tsarsi,"['Voice', 'Violin', 'Percussion', 'Oud', 'Laouto', 'Klarino']","['Traditional', 'Thracian']",['Thrace'],40.99020017616846|26.004757197151037,yes,5z-ZGft2zCI,3353,3431,Thrace,Thrace,Traditional,Thracian,Thracian,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no
815,sti-thalassa-xegnantepsa,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Peloponnesian']",['Peloponnese'],37.200485993306756|22.362045452582027,yes,o4XzhbCL0QM,3350,3498,Peloponnese,Peloponnese,Traditional,Peloponnesian,Peloponnesian,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
816,stin-parapano-geitonia,"['Voice', 'Violin', 'Laouto', 'Floghera']","['Traditional', 'Peloponnesian']",['Peloponnese'],37.200485993306756|22.362045452582027,no,6bLFhgwoKsY,4786,4914,Peloponnese,Peloponnese,Traditional,Peloponnesian,Peloponnesian,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
817,stis-dekapente-tou-magiou,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Epirotic', 'Vlachic']",['Epirus'],39.66608483034404|20.826263473906028,yes,niplI7Bv-30,2777,3000,Epirus,Epirus,Traditional,Epirotic,Vlachic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
818,stis-deropolis-ton-kabo,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Epirotic', 'Polyphonic']","['Epirus', 'Deropolis']",39.957412525980494|20.265997047721275,no,ifRo_Z05kuQ,475,825,Epirus,Deropolis,Traditional,Epirotic,Polyphonic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
819,stis-enteka-stis-dodeka,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Peloponnesian']",['Peloponnese'],37.200485993306756|22.362045452582027,yes,o4XzhbCL0QM,5166,5389,Peloponnese,Peloponnese,Traditional,Peloponnesian,Peloponnesian,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
820,stis-marmarostrotes-avles,['Voice'],"['Traditional', 'Peloponnesian']","['Peloponnese', 'Arcadia']",37.521613336357674|22.372682419794433,yes,o4XzhbCL0QM,2908,3050,Peloponnese,Arcadia,Traditional,Peloponnesian,Peloponnesian,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
821,stis-sarakinas-to-vouno-tsamikos,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Macedonian', 'Vlachic']","['Macedonia', 'Kastoria']",40.52369027923905|21.26043571986026,yes,gMz1OBS9FlQ,3631,3739,Macedonia,Kastoria,Traditional,Macedonian,Vlachic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
822,sto-faliro-pou-plenesai,"['Voice', 'Guitar', 'Bouzouki', 'Baglamas']",['Rebetiko'],['N/A'],N/A,no,IzjFkYASGbY,2553,2767,N/A,N/A,Rebetiko,Rebetiko,Rebetiko,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no
823,sto-kapileio-tou-bati,"['Voice', 'Violin', 'Santouri', 'Laouto']","['Traditional', 'Nisiotiko', 'Aegean']",['Aegean-sea'],38.5853888564289|25.564763646019834,yes,jpktBKou-_E,4160,4346,Aegean-sea,Aegean-sea,Traditional,Nisiotiko,Aegean,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no
824,sto-pa-kai-sto-xanaleo,"['Voice', 'Percussion', 'Oud', 'Ney', 'Lyra', 'Laouto', 'Kanonaki', 'Bass']","['Traditional', 'Mikrasiatiko']",['Asia-minor'],38.5231944247523|26.521702731335296,no,Dd0IreIlLJE,4422,4760,Asia-minor,Asia-minor,Traditional,Mikrasiatiko,Mikrasiatiko,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,yes,no,yes,no,no,no,yes,no,no
825,sto-pa-kai-sto-xanaleo-2,"['Voice', 'Violin', 'Santouri', 'Laouto']","['Traditional', 'Mikrasiatiko']","['Asia-minor', 'Smyrni']",38.40759370339183|27.149200099431013,no,jpktBKou-_E,42,322,Asia-minor,Smyrni,Traditional,Mikrasiatiko,Mikrasiatiko,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no
826,sto-peiraia-synnefiase,"['Voice', 'Guitar', 'Bouzouki', 'Accordion']",['Laiko'],['N/A'],N/A,no,GQoE6eVqP38,5963,6152,N/A,N/A,Laiko,Laiko,Laiko,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no
827,stolisma-nyfis,['Voice'],"['Traditional', 'Nisiotiko', 'Ionian', 'Polyphonic']","['Ionian-sea', 'Corfu']",39.65199074735927|19.832436424805493,no,t60GoECE0p8,2561,2714,Ionian-sea,Corfu,Traditional,Nisiotiko,Polyphonic,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
828,ston-kobo-sti-riza,"['Voice', 'Violin', 'Santouri', 'Percussion', 'Laouto', 'Guitar']","['Traditional', 'Nisiotiko', 'Euboean']",['Euboea'],38.50843106661583|24.003613925733106,yes,ozHAP8gMIY8,4497,4612,Euboea,Euboea,Traditional,Nisiotiko,Euboean,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no
829,ston-serriotiko-ton-kabo-strotos-nyfis,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Macedonian', 'Vlachic']","['Macedonia', 'Serres']",41.08508489943737|23.557964014071484,yes,gMz1OBS9FlQ,2530,2749,Macedonia,Serres,Traditional,Macedonian,Vlachic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
830,stou-linardou-ti-taverna,"['Voice', 'Percussion', 'Guitar', 'Bouzouki', 'Bass', 'Accordion']",['Rebetiko'],['N/A'],N/A,no,pxhw04LZhiY,41,279,N/A,N/A,Rebetiko,Rebetiko,Rebetiko,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,yes,no
831,stou-papa-to-bougazi,"['Voice', 'Violin', 'Santouri', 'Laouto']","['Traditional', 'Mikrasiatiko']","['Asia-minor', 'Smyrni']",38.40759370339183|27.149200099431013,yes,Zy8tjrTf4sg,1558,1755,Asia-minor,Smyrni,Traditional,Mikrasiatiko,Mikrasiatiko,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no
832,stroto-batzitiko-vasilis-batzis,"['Violin', 'Percussion', 'Laouto', 'Klarino', 'Guitar']","['Traditional', 'Epirotic']",['Epirus'],39.66608483034404|20.826263473906028,yes,G9DwnuVgsVs,4479,4751,Epirus,Epirus,Traditional,Epirotic,Epirotic,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no
833,stroto-dotsikou-kai-gyrisma,"['Trumpet', 'Trombone', 'Percussion', 'Klarino']","['Traditional', 'Macedonian']",['Macedonia'],40.910884328073564|23.22153108200181,yes,UaYoyQPZEuo,5732,5933,Macedonia,Macedonia,Traditional,Macedonian,Macedonian,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
834,stroto-pogonisio-fillipos-rountas,"['Violin', 'Percussion', 'Laouto', 'Klarino', 'Guitar']","['Traditional', 'Epirotic']","['Epirus', 'Pogoni']",39.957398151152326|20.502372173521454,yes,G9DwnuVgsVs,3397,3555,Epirus,Pogoni,Traditional,Epirotic,Epirotic,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no
835,stroto-pogonisio-rebap,"['Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Epirotic']","['Epirus', 'Pogoni']",39.957398151152326|20.502372173521454,yes,UaYoyQPZEuo,3585,3730,Epirus,Pogoni,Traditional,Epirotic,Epirotic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no
836,sultani-yegah-longa,"['Percussion', 'Oud', 'Klarino', 'Bass']","['Traditional', 'Turkish']",['Turkey'],39.67514772040062|32.57490915562928,no,g4hypPA6D9Y,430,471,Turkey,Turkey,Traditional,Turkish,Turkish,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no
837,svise-ti-floga,"['Voice', 'Percussion', 'Guitar', 'Bouzouki', 'Bass', 'Accordion']",['Laiko'],['N/A'],N/A,yes,pxhw04LZhiY,3393,3596,N/A,N/A,Laiko,Laiko,Laiko,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,yes,no
838,sybethera-2,"['Voice', 'Violin', 'Santouri', 'Laouto']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Icaria']",37.600502446388|26.159290600739173,yes,Zy8tjrTf4sg,2538,2741,Aegean-sea,Icaria,Traditional,Nisiotiko,Aegean,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no
839,sygkathisto,"['Violin', 'Percussion', 'Oud', 'Laouto', 'Klarino']","['Traditional', 'Thracian']",['Thrace'],40.99020017616846|26.004757197151037,yes,5z-ZGft2zCI,3647,3767,Thrace,Thrace,Traditional,Thracian,Thracian,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no
840,syllogismeno-se-thoro,"['Voice', 'Percussion', 'Oud', 'Lyra']","['Traditional', 'Mikrasiatiko']","['Asia-minor', 'Smyrni']",38.40759370339183|27.149200099431013,yes,-YUXPO1BSRw,1903,2052,Asia-minor,Smyrni,Traditional,Mikrasiatiko,Mikrasiatiko,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no
841,sympethera,"['Voice', 'Violin', 'Santouri', 'Laouto', 'Guitar']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Icaria']",37.600502446388|26.159290600739173,yes,5z-ZGft2zCI,5114,5190,Aegean-sea,Icaria,Traditional,Nisiotiko,Aegean,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no
842,syre-na-peis-bintagiala,"['Voice', 'Violin', 'Percussion', 'Oud', 'Klarino']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Lesbos']",39.23867882632123|26.256429816602346,no,mp1pK6b1Oho,4052,4256,Aegean-sea,Lesbos,Traditional,Nisiotiko,Aegean,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no
843,syre-na-peis-sti-mana-sou,"['Voice', 'Violin', 'Santouri', 'Percussion', 'Laouto', 'Klarino', 'Guitar']","['Traditional', 'Mikrasiatiko']",['Asia-minor'],38.5231944247523|26.521702731335296,yes,5z-ZGft2zCI,5890,6004,Asia-minor,Asia-minor,Traditional,Mikrasiatiko,Mikrasiatiko,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no
844,syrta-sygkathista,"['Voice', 'Violin', 'Percussion', 'Oud', 'Laouto', 'Klarino']","['Traditional', 'Thracian']",['Thrace'],40.99020017616846|26.004757197151037,yes,5z-ZGft2zCI,3514,3647,Thrace,Thrace,Traditional,Thracian,Thracian,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no
845,syrto-politiko,"['Violin', 'Percussion', 'Laouto', 'Klarino', 'Guitar']","['Traditional', 'Mikrasiatiko', 'Politiko']","['Asia-minor', 'Poli']",41.01536713612946|29.015778607989805,no,G9DwnuVgsVs,43,221,Asia-minor,Poli,Traditional,Mikrasiatiko,Politiko,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no
846,syrto-politiko-2,"['Violin', 'Oud']","['Traditional', 'Mikrasiatiko', 'Politiko']","['Asia-minor', 'Poli']",41.01536713612946|29.015778607989805,no,g4hypPA6D9Y,1198,1379,Asia-minor,Poli,Traditional,Mikrasiatiko,Politiko,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
847,syrtos,"['Santouri', 'Percussion', 'Guitar']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Lesbos']",39.23867882632123|26.256429816602346,no,mp1pK6b1Oho,886,1036,Aegean-sea,Lesbos,Traditional,Nisiotiko,Aegean,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no
848,syrtos-chalkidikis-manolis-papageorgiou,"['Violin', 'Percussion', 'Laouto', 'Klarino', 'Guitar']","['Traditional', 'Macedonian']","['Macedonia', 'Halkidiki']",40.092861562796394|23.894207474730937,yes,G9DwnuVgsVs,2073,2202,Macedonia,Halkidiki,Traditional,Macedonian,Macedonian,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no
849,syrtos-fereis-paralymenos-peiraiotikos-palio-sarki,"['Voice', 'Violin', 'Percussion', 'Oud', 'Klarino', 'Kanonaki']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Chios']",38.42426026626016|26.058525334235867,yes,J-PqcxTXtp4,3328,3764,Aegean-sea,Chios,Traditional,Nisiotiko,Aegean,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no
850,syrtos-geragotikos,"['Violin', 'Trumpet', 'Trombone', 'Santouri', 'Percussion', 'Klarino']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Lesbos']",39.23867882632123|26.256429816602346,yes,mp1pK6b1Oho,3048,3233,Aegean-sea,Lesbos,Traditional,Nisiotiko,Aegean,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no
851,syrtos-politikos-3,"['Mandolin', 'Guitar', 'Bass', 'Accordion']","['Traditional', 'Mikrasiatiko', 'Politiko']","['Asia-minor', 'Poli']",41.01536713612946|29.015778607989805,no,VrnG_gxNwH8,783,1014,Asia-minor,Poli,Traditional,Mikrasiatiko,Politiko,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no
852,syrtos-politikos-4,"['Violin', 'Santouri', 'Laouto']","['Traditional', 'Mikrasiatiko', 'Politiko']","['Asia-minor', 'Poli']",41.01536713612946|29.015778607989805,yes,jpktBKou-_E,6041,6195,Asia-minor,Poli,Traditional,Mikrasiatiko,Politiko,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no
853,syrtos-travichtos,"['Voice', 'Violin', 'Laouto']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Kos']",36.85248114414557|27.228892044478616,yes,CJ7m2WduEh8,2636,2867,Aegean-sea,Kos,Traditional,Nisiotiko,Aegean,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
854,t-abelia,"['Trumpet', 'Trombone', 'Percussion', 'Klarino', 'Accordion']","['Traditional', 'Macedonian']",['Macedonia'],40.910884328073564|23.22153108200181,yes,dIqJ-N3_Tso,4374,4606,Macedonia,Macedonia,Traditional,Macedonian,Macedonian,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no
855,t-aidoni,['Voice'],"['Traditional', 'Macedonian']",['Macedonia'],40.910884328073564|23.22153108200181,no,gMz1OBS9FlQ,232,282,Macedonia,Macedonia,Traditional,Macedonian,Macedonian,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
856,t-aidoni-sygkathistos,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Macedonian']",['Macedonia'],40.910884328073564|23.22153108200181,yes,gMz1OBS9FlQ,2243,2377,Macedonia,Macedonia,Traditional,Macedonian,Macedonian,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
857,ta-choria-tis-chiou,"['Voice', 'Laouto', 'Kanonaki']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Chios']",38.42426026626016|26.058525334235867,no,J-PqcxTXtp4,2178,2516,Aegean-sea,Chios,Traditional,Nisiotiko,Aegean,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no
858,ta-kavourakia,"['Voice', 'Percussion', 'Guitar', 'Bouzouki', 'Bass', 'Accordion']",['Rebetiko'],['N/A'],N/A,yes,pxhw04LZhiY,4077,4291,N/A,N/A,Rebetiko,Rebetiko,Rebetiko,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,yes,no
859,ta-machairia,"['Percussion', 'Lyra']","['Traditional', 'Pontian']",['Pontus'],40.98830222241354|39.727075504282254,yes,i6kJdvFwCoA,5787,5922,Pontus,Pontus,Traditional,Pontian,Pontian,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
860,ta-magia,"['Voice', 'Percussion']","['Traditional', 'Mikrasiatiko']","['Asia-minor', 'Smyrni']",38.40759370339183|27.149200099431013,yes,-YUXPO1BSRw,5284,5434,Asia-minor,Smyrni,Traditional,Mikrasiatiko,Mikrasiatiko,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no
861,ta-meliotakia,"['Voice', 'Violin', 'Santouri', 'Laouto']","['Traditional', 'Mikrasiatiko']",['Asia-minor'],38.5231944247523|26.521702731335296,yes,jpktBKou-_E,4344,4444,Asia-minor,Asia-minor,Traditional,Mikrasiatiko,Mikrasiatiko,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no
862,ta-melitzania,"['Voice', 'Percussion', 'Ney', 'Lyra', 'Laouto', 'Kanonaki', 'Bass']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Rhodes']",36.2575388880633|28.015701472634944,no,Dd0IreIlLJE,6193,6380,Aegean-sea,Rhodes,Traditional,Nisiotiko,Aegean,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,yes,no,no
863,ta-niata,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino', 'Floghera']","['Traditional', 'Sarakatsani']",['N/A'],N/A,yes,FXS9jCtkFLk,3129,3361,N/A,N/A,Traditional,Sarakatsani,Sarakatsani,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
864,ta-nisia,"['Voice', 'Violin', 'Santouri', 'Percussion', 'Guitar']","['Traditional', 'Nisiotiko', 'Aegean']",['Aegean-sea'],38.5853888564289|25.564763646019834,no,mp1pK6b1Oho,3762,3986,Aegean-sea,Aegean-sea,Traditional,Nisiotiko,Aegean,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no
865,ta-pentikoudia,"['Voice', 'Violin', 'Percussion', 'Oud']","['Traditional', 'Pontian']",['Pontus'],40.98830222241354|39.727075504282254,yes,i6kJdvFwCoA,1376,1538,Pontus,Pontus,Traditional,Pontian,Pontian,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no
866,ta-petalakia,"['Voice', 'Percussion', 'Guitar', 'Bouzouki', 'Bass', 'Accordion']",['Laiko'],['N/A'],N/A,yes,pxhw04LZhiY,4528,4620,N/A,N/A,Laiko,Laiko,Laiko,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,yes,no
867,ta-potirakia-i-poutankous,"['Violin', 'Santouri', 'Percussion', 'Oud', 'Guitar']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Lesbos']",39.23867882632123|26.256429816602346,yes,mp1pK6b1Oho,5884,6014,Aegean-sea,Lesbos,Traditional,Nisiotiko,Aegean,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no,no
868,ta-vimata,"['Piano', 'Percussion', 'Ney', 'Lyra', 'Laouto', 'Bass']",['Newer'],['N/A'],N/A,no,lBs4PyiRsIY,2782,2976,N/A,N/A,Newer,Newer,Newer,yes,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no
869,ta-xyla-2,"['Violin', 'Santouri', 'Laouto']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Lesbos']",39.23867882632123|26.256429816602346,no,jpktBKou-_E,2134,2230,Aegean-sea,Lesbos,Traditional,Nisiotiko,Aegean,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no
